addr,covered,name,price,time,type_home
通州区-北京市通州区永乐店镇小甸屯村漷小路与恒业二街交汇处十里春风售楼处,2居/3居 建面 79~90 ㎡ 2017年11月25日开盘 浏览,K2十里春风,均价 27800 元/㎡,2017年11月25日开盘 浏览,普通住宅 品牌地产 交通便利
大兴区-亦庄经济开发区博兴西路与秦河二街交叉口东南角（南海子东南1000米）,3居 建面 105~360 ㎡ 别墅2017年11月12日开盘 浏览,城建海梓府,均价 66000 元/㎡,别墅2017年11月12日开盘 浏览,普通住宅 别墅 品牌地产 交通便利
环京-辛集市-河北省辛集市教育路与市府街交叉,总建面 469万 ㎡ 2017年8月25日开盘 浏览,辛集国际皮革城,均价 18000 元/㎡,2017年8月25日开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-京台高速公路转廊沧高速安信出口12公里,2居 建面 87 ㎡ 顺销开盘 浏览,胜芳公园一号,均价 7500 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 优惠楼盘
环京-承德市-河北省承德市承德县下板城镇朝阳路北侧,2居/3居 建面 86~109 ㎡ 顺销开盘 浏览,承德富豪国际,均价 6300 元/㎡,顺销开盘 浏览,普通住宅 低总价 小户型
环京-张家口市-张家口市宣化区恒基搅拌站公交站,2居/3居/4居 建面 89~166 ㎡ 2017年07月21日开盘 浏览,利民城上城,均价 11000 元/㎡,2017年07月21日开盘 浏览,普通住宅 品牌地产 交通便利
通州区-运河西大街与玉桥西路交汇处,3居 建面 117~149 ㎡ 已开盘开盘 浏览,通州万国城MOMA,均价 70000 元/㎡,已开盘开盘 浏览,普通住宅 品牌地产 交通便利
亦庄开发区-亦庄南海子公园北侧500米,5居及以上 建面 430 ㎡ 2017年9月开盘 浏览,棠颂别墅,均价 80000 元/㎡,2017年9月开盘 浏览,别墅 品牌地产 交通便利
环京-沧州市-河北省沧州市青县经济开发区发展大街与新华东道东行150米,2居/3居 建面 89~121 ㎡ 顺销开盘 浏览,泰合天鹅堡,均价 6900 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 优惠楼盘
通州区-通州区运河东岸,总建面 4.89万 ㎡ 2017年2月25日开盘 浏览,M5运河1号,均价 45000 元/㎡,2017年2月25日开盘 浏览,综合体商铺 品牌地产 交通便利
通州区-通州区运河东岸,总建面 4.89万 ㎡ 2017年02月25日开盘 浏览,M5运河1号,均价 50000 元/㎡,2017年02月25日开盘 浏览,写字楼 品牌地产 交通便利
环京-廊坊市-河北省廊坊市燕郊镇燕顺路北一路交汇处,总建面 19.13万 ㎡ 顺销开盘 浏览,紫竹湾广场,均价 17000 元/㎡,顺销开盘 浏览,写字楼 交通便利 优惠楼盘
环京-廊坊市-河北省廊坊市辛庄道与新开路交叉口,总建面 17.34万 ㎡ 2017年08月12日开盘 浏览,廊坊四季花语,均价 10500 元/㎡,2017年08月12日开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-河北省廊坊市辛庄道与新开路交叉口,1居/2居 建面 44~74 ㎡ 2017年08月12日开盘 浏览,廊坊四季花语,均价 8500 元/㎡,2017年08月12日开盘 浏览,普通住宅 品牌地产 交通便利
京外旅居-河北省秦皇岛市北戴河新区东沙河大桥西侧,2居/3居/4居 建面 78~169 ㎡ 2017.10.1开盘 浏览,北戴河孔雀城,均价 7500 元/㎡,2017.10.1开盘 浏览,普通住宅 品牌地产 优惠楼盘
通州区-东五环化工桥京津高速2A出口南行1000米（环勃海总部基地）,1居/3居 建面 55~81 ㎡ 2017年07月21日开盘 浏览,台湖银河湾,均价 69800 元/㎡,2017年07月21日开盘 浏览,普通住宅 品牌地产 交通便利
丰台区-北京市丰台区园博园南路路北500米,3居/4居 建面 125~185 ㎡ 2017年06月10日开盘 浏览,金隅西山甲一号,均价 69500 元/㎡,2017年06月10日开盘 浏览,普通住宅 交通便利 非毛坯
通州区-通州区滨榆东路2号院,总建面 11.39万 ㎡ 顺销开盘 浏览,朝北8080,均价 33000 元/㎡,顺销开盘 浏览,写字楼 品牌地产 交通便利
大兴区-亦庄经济开发区东区经海三路与科创十二街交汇处,1居/2居/3居 建面 53~90 ㎡ 2017年03月04日开盘 浏览,通泰国际公馆,均价 58000 元/㎡,2017年03月04日开盘 浏览,普通住宅 品牌地产 交通便利
大兴区-榆垡镇京开高速（106国道段）东侧、榆垡路北侧,2014年09月20日开盘 浏览,首开璞瑅墅,均价 35000 元/㎡,,别墅 品牌地产 交通便利
大兴区-大兴区磁各庄出口南1200米，南中轴路西侧,总建面 13.6万 ㎡ 2014-07-07开盘 浏览,首创悦都汇,均价 35000 元/㎡,2014-07-07开盘 浏览,综合体商铺 品牌地产 交通便利
大兴区-大兴区磁各庄出口南1200米，南中轴路西侧,总建面 13.6万 ㎡ 2014-07-07开盘 浏览,首创悦都汇,均价 25000 元/㎡,2014-07-07开盘 浏览,写字楼 品牌地产 交通便利
环京-廊坊市-香河京哈（京沈）高速香河东出口右转即达,2居/4居/5居及以上 建面 70~191 ㎡ 住宅2017年03月19日开盘 浏览,大爱城,均价 32000 元/㎡,住宅2017年03月19日开盘 浏览,普通住宅 别墅 品牌地产 交通便利
环京-廊坊市-香河京哈（京沈）高速香河东出口右转即达,总建面 48.9万 ㎡ 2015年05月31日开盘 浏览,大爱城,均价 24000 元/㎡,2015年05月31日开盘 浏览,社区商铺 品牌地产 交通便利
昌平区-昌平京藏高速30（昌平城区）出口向东，南环大桥东侧1000米,3居 建面 95~150 ㎡ 2015-04-01开盘 浏览,北京风景,均价 48000 元/㎡,2015-04-01开盘 浏览,普通住宅 品牌地产 交通便利
通州区-京通快速路八里桥出口向南1000米,2014年12月16日开盘 浏览,京贸国际公馆,均价 71000 元/㎡,,普通住宅 品牌地产 交通便利
朝阳区-农展馆北路8号,3居 建面 249 ㎡ 2017年03月01日开盘 浏览,北京壹号院,均价 170000 元/㎡,2017年03月01日开盘 浏览,普通住宅 品牌地产 交通便利
大兴区-大兴兴亦路京开高速东侧,2居/3居 建面 102~178 ㎡ 2017年02月26日开盘 浏览,绿地海珀云翡,均价 70000 元/㎡,2017年02月26日开盘 浏览,普通住宅 品牌地产 交通便利
通州区-窑管路于通顺路交叉口向西500米,3居 建面 90~105 ㎡ 2017年11月05日开盘 浏览,首开香溪郡,均价 47000 元/㎡,2017年11月05日开盘 浏览,普通住宅 品牌地产 交通便利
朝阳区-广渠门外大街7号院,总建面 1万 ㎡ 2017-03-01开盘 浏览,富力城19街,均价 60000 元/㎡,2017-03-01开盘 浏览,综合体商铺 品牌地产 交通便利
密云县-密关路36号院,4居 建面 237~289 ㎡ 2016年01月01日开盘 浏览,远大美域,均价 19000 元/㎡,2016年01月01日开盘 浏览,别墅 品牌地产 交通便利
通州区-朝阳北路东端与温榆河交汇处(北京物资学院北侧),4居 建面 262 ㎡ 2012年12月24日开盘 浏览,8哩岛,均价 50000 元/㎡,2012年12月24日开盘 浏览,普通住宅 品牌地产 交通便利
通州区-通州光机电一体化产业基地嘉创路10号,总建面 4.5万 ㎡ 2015年10月01日开盘 浏览,枢密院,均价 29000 元/㎡,2015年10月01日开盘 浏览,写字楼 品牌地产 交通便利
通州区-通州光机电一体化产业基地嘉创路10号,总建面 4.5万 ㎡ 2015年10月01日开盘 浏览,枢密院,均价 32500 元/㎡,2015年10月01日开盘 浏览,综合体商铺 品牌地产 交通便利
丰台区-西局东方威尼斯酒店西侧(西局玉璞园东侧),2015-10-28开盘 浏览,西宸原著,均价 100000 元/㎡,,普通住宅 品牌地产 交通便利
丰台区-西局东方威尼斯酒店西侧(西局玉璞园东侧),总建面 14.9万 ㎡ 2017年07月01日开盘 浏览,西宸原著,均价 70000 元/㎡,2017年07月01日开盘 浏览,综合体商铺 品牌地产 交通便利
通州区-京津高速过台湖收费站第一个出口即到,2017年03月22日开盘 浏览,首开缇香郡,均价 38500 元/㎡,,别墅 品牌地产 交通便利
通州区-潞西路与兴光二街交汇处,3居/5居及以上 建面 350~375 ㎡ 2017年05月31日开盘 浏览,阳光城京兆府,均价 48000 元/㎡,2017年05月31日开盘 浏览,别墅 品牌地产 交通便利
朝阳区-北四环四元桥东北角（宜家家居斜对面）,3居/4居/5居及以上 建面 511~513 ㎡ 2012年12月19日开盘 浏览,顺景石上清泉,均价 81000 元/㎡,2012年12月19日开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北省廊坊市东方大学城毕升路凤河交叉口,2居/3居 建面 59~138 ㎡ 2017年03月18日开盘 浏览,廊坊花语城,均价 14500 元/㎡,2017年03月18日开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北省廊坊市东方大学城毕升路凤河交叉口,总建面 5.94万 ㎡ 2017年03月18日开盘 浏览,廊坊花语城,均价 16000 元/㎡,2017年03月18日开盘 浏览,综合体商铺 品牌地产 交通便利
环京-张家口市-河北省张家口市下花园区,2居/3居 建面 84~95 ㎡ 预计2017年7月底开盘 浏览,诺丁山公馆,均价 13000 元/㎡,预计2017年7月底开盘 浏览,普通住宅 品牌地产 低总价 小户型
通州区-台湖镇铺外路（北京图书城北侧）,总建面 19.83万 ㎡ 2015年12月31日开盘 浏览,东亚尚品台湖,均价 40000 元/㎡,2015年12月31日开盘 浏览,写字楼 品牌地产 交通便利
通州区-台湖镇铺外路（北京图书城北侧）,总建面 19.83万 ㎡ 2015年12月31日开盘 浏览,东亚尚品台湖,均价 55000 元/㎡,2015年12月31日开盘 浏览,综合体商铺 品牌地产 交通便利 小户型
环京-廊坊市-河北省廊坊市香河县京哈高速香河出口,2居/3居 建面 95~108 ㎡ 顺销开盘 浏览,鸿坤原乡溪谷,均价 16000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利 低总价
环京-保定市-保定市涞水县天鹅湖生态旅游风景区,2017年04月26日开盘 浏览,天鹅湖,均价 16000 元/㎡,,普通住宅 公寓 品牌地产 交通便利
环京-沧州市-河北省肃宁大广高速尚村出口东侧2公里,总建面 3000万 ㎡ 2017年09月30日开盘 浏览,尚村中国裘皮城,均价 11500 元/㎡,2017年09月30日开盘 浏览,综合体商铺 交通便利 低总价
朝阳区-建国路乙108号,2居 建面 188~260 ㎡ 顺销开盘 浏览,梵悦108,均价 180000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
海淀区-永丰路与北清路交汇处东北角，中关村壹号北侧公园中,4居 建面 211~252 ㎡ 顺销开盘 浏览,首创天阅西山,均价 80000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
丰台区-北京市丰台区王佐镇青龙湖公园东侧,3居/4居/5居及以上 建面 118~585 ㎡ 2017年，2018年7月开盘 浏览,燕西华府,均价 50000 元/㎡,2017年，2018年7月开盘 浏览,别墅 品牌地产 交通便利
丰台区-菜户营桥向西500米路南,1居 建面 74~165 ㎡ 2017年03月25日开盘 浏览,首创中心天阅公馆,均价 86000 元/㎡,2017年03月25日开盘 浏览,普通住宅 品牌地产 交通便利 小户型 非毛坯
朝阳区-北京市朝阳区久文路6号院,总建面 15.7万 ㎡ 2016年12月开盘 浏览,宇达mini空间,均价 35000 元/㎡,2016年12月开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-河北省廊坊市永清县韩村镇国瑞生态城售楼处,2居/3居/4居 建面 86~130 ㎡ 2016年06月25日开盘 浏览,永清国瑞生态城,均价 9500 元/㎡,2016年06月25日开盘 浏览,别墅 品牌地产 交通便利
朝阳区-北京市朝阳区肖村路,2居/3居 建面 83~107 ㎡ 2017年12月17日开盘 浏览,首开住总熙悦安郡,均价 81000 元/㎡,2017年12月17日开盘 浏览,普通住宅 品牌地产 交通便利
密云县-密云区密云水库旁,2017年10月21日开盘 浏览,万科弗农小镇,均价 27000 元/㎡,,别墅 普通住宅 品牌地产 交通便利
环京-石家庄市-石家庄市长安区兆通南路与天山大街交口西北角,1居 建面 50 ㎡ 顺销开盘 浏览,石家庄乐城国际商贸城,均价 13500 元/㎡,顺销开盘 浏览,普通住宅 优惠楼盘 非毛坯
环京-石家庄市-石家庄市长安区兆通南路与天山大街交口西北角,总建面 1650万 ㎡ 顺销开盘 浏览,石家庄乐城国际商贸城,均价 20000 元/㎡,顺销开盘 浏览,综合体商铺 交通便利 非毛坯
环京-石家庄市-石家庄市长安区兆通南路与天山大街交口西北角,总建面 1650万 ㎡ 顺销开盘 浏览,石家庄乐城国际商贸城,均价 14000 元/㎡,顺销开盘 浏览,写字楼 交通便利 优惠楼盘
环京-廊坊市-河北省廊坊市香河县蒋辛屯镇五矿万科城,2居 建面 75 ㎡ 2016年12月31日开盘 浏览,五矿万科城,均价 22000 元/㎡,2016年12月31日开盘 浏览,普通住宅 别墅 品牌地产 交通便利
密云县-密溪路39号院,2011年06月30日开盘 浏览,观唐云鼎,均价 28000 元/㎡,,别墅 品牌地产 交通便利
天津市-天津市武清区龙凤新城,2017年11月25日开盘 浏览,天津恒大山水城,均价 16500 元/㎡,,普通住宅 品牌地产
丰台区-北京市丰台区西南五环外长辛店长云路2号,2018年01月13日开盘 浏览,珠光御景西园,均价 45000 元/㎡,,普通住宅 品牌地产 交通便利
环京-保定市-保定市涞水新城,2016年04月09日开盘 浏览,华银城,均价 9000 元/㎡,,普通住宅 品牌地产 交通便利
通州区-通州区东关大桥南200米,2居/3居 建面 75~114 ㎡ 顺销开盘 浏览,合景中心,均价 65000 元/㎡,顺销开盘 浏览,公寓 品牌地产 交通便利
环京-廊坊市-河北省廊坊市香河县蒋辛屯镇大香线与蒋北路交叉处,总建面 56万 ㎡ 2017年9月5日开盘 浏览,香河荣盛阿尔卡迪亚花语城（白鹭岛）,均价 11000 元/㎡,2017年9月5日开盘 浏览,综合体商铺 品牌地产 交通便利
密云县-北京市密云区密关路与313省道交汇处,3居 建面 110 ㎡ 顺销开盘 浏览,北京源墅,均价 23500 元/㎡,顺销开盘 浏览,普通住宅 优惠楼盘 旅游地产
大兴区-大兴孙村镇空港生活区，盛顺街与海鑫南路交叉口西北角,2017年03月10日开盘 浏览,华远和墅,均价 60000 元/㎡,,别墅 品牌地产 交通便利
大兴区-大兴区瀛海镇镇区北街与经二路交口处西南角,3居 建面 90 ㎡ 2018年6月10日开盘 浏览,远洋万和斐丽,均价 53000 元/㎡,2018年6月10日开盘 浏览,普通住宅 品牌地产 交通便利
环京-张家口市-怀来县京藏高速东花园出口南向约500米,总建面 9.8万 ㎡ 2018年4月21日开盘 浏览,八达岭孔雀城,均价 11000 元/㎡,2018年4月21日开盘 浏览,写字楼 品牌地产 旅游地产
环京-承德市-河北省承德市滦平县金山岭风景区西1000米,2居/3居/4居 建面 98~214 ㎡ 2018年7月开盘 浏览,恒大长城小镇,均价 13000 元/㎡,2018年7月开盘 浏览,普通住宅 品牌地产 旅游地产
环京-张家口市-河北省张家口市沽源县新城南街与滦河路交叉口西南角,1居 建面 46 ㎡ 2017/5/1开盘 浏览,坝上草原明珠（新合作酒店式公寓）,均价 6956 元/㎡,2017/5/1开盘 浏览,公寓 低总价 旅游地产
环京-张家口市-河北省张家口市怀来县小南辛堡镇小七营村上谷水郡售楼处,3居 建面 168 ㎡ 2016年08月31日开盘 浏览,上谷水郡,均价 15500 元/㎡,2016年08月31日开盘 浏览,普通住宅 别墅 交通便利 旅游地产
环京-张家口市-张家口市赤城县南山路与宪民路交汇处,2居 建面 97 ㎡ 2018年04月开盘 浏览,天洲印象,均价 6500 元/㎡,2018年04月开盘 浏览,普通住宅 交通便利 低总价 旅游地产
环京-承德市-河北省承德市丰宁县南关乡横河村,1居/2居/3居 建面 64~136 ㎡ 2018/7/15开盘 浏览,陌上花开,均价 11000 元/㎡,2018/7/15开盘 浏览,普通住宅 交通便利 低总价 旅游地产
环京-保定市-涞水县东大街与东环交口西行100米路北,2居/3居 建面 89~126 ㎡ 2015年6月21日开盘 浏览,盛景华庭,均价 8000 元/㎡,2015年6月21日开盘 浏览,普通住宅 品牌地产 交通便利
天津市-天津市武清区泗村店镇龙凤新城大东路北侧,4居/5居及以上 建面 155~194 ㎡ 顺销开盘 浏览,鑫苑汤泉世家,均价 15000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
京外旅居-北戴河新区滨海新大道和香海湾路交汇处东南角,2居 建面 80 ㎡ 2018.8开盘 浏览,万科拾光海湾,均价 12000 元/㎡,2018.8开盘 浏览,普通住宅 交通便利 旅游地产
通州区-通燕高速与新华北路交叉口东北（6号线通州北关站）,3居/4居 建面 128~275 ㎡ 2017/11/16开盘 浏览,万科大都会滨江N2,均价 65000 元/㎡,2017/11/16开盘 浏览,公寓 品牌地产 交通便利 非毛坯
昌平区-定泗路，京承高速北七家出口以西,2011年09月3日开盘 浏览,京基鹭府,均价 51000 元/㎡,,别墅 品牌地产 交通便利
海淀区-阜石路与上庄大街交汇东南200米,2居/3居 建面 98~138 ㎡ 预计2017年11月15日开盘 浏览,金玉府,均价 82000 元/㎡,预计2017年11月15日开盘 浏览,普通住宅 品牌地产 交通便利
丰台区-南四环公益西桥南行3500米,2居/3居 建面 88~129 ㎡ 2018年02月26日开盘 浏览,公园懿府,均价 74000 元/㎡,2018年02月26日开盘 浏览,普通住宅 品牌地产 交通便利 非毛坯
海淀区-安宁庄东路（八达岭高速西三旗出口出向西第一个红绿灯向南即到,1居/2居 建面 44~108 ㎡ 2017-08-01开盘 浏览,上林溪,均价 85000 元/㎡,2017-08-01开盘 浏览,普通住宅 品牌地产 交通便利
丰台区-北京市丰台区南四环公益西桥2.5公里,3居/4居 建面 126~150 ㎡ 2017年11月12日开盘 浏览,中粮天恒天悦壹号,均价 80000 元/㎡,2017年11月12日开盘 浏览,普通住宅 品牌地产 交通便利
东城区-东二环左安门桥龙潭湖向南800米,4居 建面 236 ㎡ 2015年12月31日开盘 浏览,首开璞瑅公馆,均价 110000 元/㎡,2015年12月31日开盘 浏览,普通住宅 品牌地产 交通便利
环京-张家口市-河北省张家口市怀来县官厅水库南拉斐水岸,总建面 106万 ㎡ 2017年06月01日开盘 浏览,拉斐水岸,均价 22000 元/㎡,2017年06月01日开盘 浏览,综合体商铺 交通便利 非毛坯
环京-张家口市-河北省张家口市怀来县官厅水库南拉斐水岸,2居/3居/5居及以上 建面 88~305 ㎡ 2017年06月01日开盘 浏览,拉斐水岸,均价 15000 元/㎡,2017年06月01日开盘 浏览,普通住宅 别墅 品牌地产 交通便利
朝阳区-北京市朝阳区霄云路8号,4居/5居及以上 建面 450~520 ㎡ 2012年6月14号开盘 浏览,霄云路8号,均价 160000 元/㎡,2012年6月14号开盘 浏览,普通住宅 品牌地产 交通便利
丰台区-北京市丰台区南四环公益西桥2.5公里,2018-02-12开盘 浏览,金府大院,均价 80000 元/㎡,,普通住宅 品牌地产 交通便利
大兴区-南中轴路魏善庄中学北侧,2居 建面 88 ㎡ 2017年03月04日开盘 浏览,一品嘉园,均价 38000 元/㎡,2017年03月04日开盘 浏览,普通住宅 品牌地产 交通便利
环京-张家口市-延庆石峡关景区西侧（京藏高速康庄65出口）,2居/3居 建面 86~164 ㎡ 别墅2017年05月01日开盘 浏览,永恒长城里,均价 22000 元/㎡,别墅2017年05月01日开盘 浏览,别墅 普通住宅 品牌地产 交通便利
通州区-东北五环外温榆河墅区,2017年08月15日开盘 浏览,融创千章墅,均价 48000 元/㎡,,别墅 品牌地产 交通便利
密云县-古北水镇古北口检查站东,2016年06月10日开盘 浏览,长城脚下饮马川,均价 31000 元/㎡,,别墅 交通便利 优惠楼盘
环京-保定市-河北省保定市易县清西陵景区内,别墅2017年04月01日开盘 浏览,翠湖院子,均价 14000 元/㎡,,别墅 普通住宅 品牌地产 交通便利
朝阳区-东北五环南影路，中国电影博物馆东北角,3居/4居 建面 310~624 ㎡ 2015年11月28日开盘 浏览,红廷别墅,均价 95000 元/㎡,2015年11月28日开盘 浏览,别墅 交通便利 优惠楼盘
环京-承德市-兴隆县汉沟路与南环路交叉口西（原汇丰物流）,2居/3居 建面 78~112 ㎡ 2017年10月1日开盘 浏览,兴隆荣盛阿尔卡迪亚雾灵山,均价 9000 元/㎡,2017年10月1日开盘 浏览,普通住宅 品牌地产 交通便利
天津市-天津市武清区东马圈镇,2居 建面 84 ㎡ 顺销开盘 浏览,和骏新家园,均价 9500 元/㎡,顺销开盘 浏览,普通住宅 优惠楼盘 旅游地产
环京-廊坊市-河北省廊坊市大厂县大福北路南侧，首创大街东侧,总建面 5.95万 ㎡ 顺销开盘 浏览,路劲阳光城,均价 22000 元/㎡,顺销开盘 浏览,社区商铺 品牌地产 交通便利
环京-廊坊市-河北省廊坊市大厂县大福北路南侧，首创大街东侧,3居 建面 124~127 ㎡ 顺销开盘 浏览,路劲阳光城,均价 22000 元/㎡,顺销开盘 浏览,别墅 品牌地产 交通便利
环京-张家口市-张家口市怀来县官亭镇官厅水库东南岸,4居 建面 44~353 ㎡ 2016-6-24开盘 浏览,广安官厅公共艺术小镇,均价 20000 元/㎡,2016-6-24开盘 浏览,别墅 普通住宅 品牌地产 交通便利
环京-张家口市-怀来县京藏高速东花园出口南向约500米,2居/3居 建面 41~64 ㎡ 2018年04月21日开盘 浏览,八达岭孔雀城,均价 10500 元/㎡,2018年04月21日开盘 浏览,公寓 品牌地产 优惠楼盘
亦庄开发区-荣华中路与荣京西街交汇处西南角,1居/3居/4居 建面 142~305 ㎡ 暂定开盘 浏览,国锐金嵿,均价 88000 元/㎡,暂定开盘 浏览,普通住宅 品牌地产 交通便利
通州区-北京市通州区台湖镇嘉创二路与兴光三街交汇处,4居 建面 155~175 ㎡ 顺销开盘 浏览,润枫领尚,均价 54000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-保定市-河北 省（直辖市） 涿州 市 平安街与永济中路交汇处,1居/2居/3居 建面 61~135 ㎡ 顺销开盘 浏览,翡翠滨江,均价 13000 元/㎡,顺销开盘 浏览,普通住宅 优惠楼盘 旅游地产
环京-廊坊市-河北省廊坊市香河县京哈高速香河出口右转2000米,总建面 23万 ㎡ 2018年4月开盘 浏览,河畔汇,均价 16000 元/㎡,2018年4月开盘 浏览,综合体商铺 交通便利 低总价
