addr,covered,name,price,time,type_home
环京-保定市-农业高新技术产业示范区核心区内规划馆旁,2居/3居 建面 83~115 ㎡ 2017年02月17日开盘 浏览,桃源新都孔雀城,均价 11500 元/㎡,2017年02月17日开盘 浏览,普通住宅 品牌地产 交通便利
通州区-京杭大运河西岸,总建面 46.58万 ㎡ 2017年06月24日开盘 浏览,通州富力中心,均价 95000 元/㎡,2017年06月24日开盘 浏览,综合体商铺 品牌地产 交通便利
通州区-京杭大运河西岸,总建面 46.58万 ㎡ 2017年06月24日开盘 浏览,通州富力中心,均价 52000 元/㎡,2017年06月24日开盘 浏览,写字楼 品牌地产 交通便利
环京-廊坊市-京哈高速香河出口北2公里处,2居/3居/4居 建面 75~125 ㎡ 2017年03月11日开盘 浏览,大运河温莎郡运河九里,均价 15000 元/㎡,2017年03月11日开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北省廊坊市文安县经济技术开发区内迎宾大道北侧，腾飞大街西侧，友谊路东侧，科创东道南侧,4居 建面 177~203 ㎡ 2017年11月25日开盘 浏览,新文安孔雀城,均价 16000 元/㎡,2017年11月25日开盘 浏览,普通住宅 别墅 品牌地产 交通便利
京外旅居-辽宁东戴河新区渤海大街北侧、东戴河大街西侧,2居/3居 建面 91~107 ㎡ 2017.6开盘 浏览,金丝新天地,均价 4580 元/㎡,2017.6开盘 浏览,普通住宅 交通便利 旅游地产
环京-廊坊市-河北省廊坊市大厂县迎宾大道,1居/2居/3居 建面 88~218 ㎡ 顺销开盘 浏览,早安北京,均价 18000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北省霸州市泰山路518号,3居/4居 建面 161~233 ㎡ 2016年01月17日开盘 浏览,恒天枫溪郡,均价 18500 元/㎡,2016年01月17日开盘 浏览,别墅 品牌地产 交通便利 优惠楼盘
大兴区-大兴采育镇采凤路与采辛路交汇出东侧,2017年10月28日开盘 浏览,兴创荣墅,均价 33000 元/㎡,,别墅 品牌地产 交通便利
环京-廊坊市-河北省廊坊市大厂县大福北路南侧，首创大街东侧,3居/4居 建面 92~121 ㎡ 顺销开盘 浏览,路劲阳光城（高层）,均价 12500 元/㎡,顺销开盘 浏览,普通住宅 交通便利 优惠楼盘 低总价
-京津高速永乐店收费站前方1公里京津同城出口即到,总建面 300万 ㎡ 2017年06月10日开盘 浏览,首创国际半岛,均价 17000 元/㎡,2017年06月10日开盘 浏览,综合体商铺 品牌地产 交通便利
环京-张家口市-河北省怀来县桑园镇大唐温泉南侧,1居 建面 34~61 ㎡ 顺销开盘 浏览,蓝花谷45度温泉小镇,均价 12000 元/㎡,顺销开盘 浏览,公寓 优惠楼盘 小户型 旅游地产
京外旅居-山东省威海乳山市滨海旅游度假区嘉盛苑售楼中心西门,2居 建面 63 ㎡ 顺销开盘 浏览,山东银滩嘉盛苑,均价 6800 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
天津市-天津市蓟州区迎宾大街与黄花山语南侧300米,3居/4居 建面 120~158 ㎡ 2017年10月17日开盘 浏览,鸿坤山语墅,均价 14500 元/㎡,2017年10月17日开盘 浏览,普通住宅 别墅 品牌地产 低总价 小户型
大兴区-东五环大羊坊桥东南角,2016-03-26开盘 浏览,和成璟园,均价 63000 元/㎡,,普通住宅 品牌地产 交通便利
环京-廊坊市-106国道与农兴路交叉口西行300米路南(英皇娱乐西),1居/2居 建面 47~74 ㎡ 2017.12.10开盘 浏览,中盛星河湾,均价 9980 元/㎡,2017.12.10开盘 浏览,公寓 交通便利 优惠楼盘
环京-廊坊市-河北省廊坊市永清县台湾工业新城李黄庄村西,2居/3居 建面 84~105 ㎡ 2018年03月20日开盘 浏览,碧桂园悦融华,均价 13500 元/㎡,2018年03月20日开盘 浏览,普通住宅 品牌地产 旅游地产
环京-廊坊市-霸州市112国道与兴华路交叉口300米路北,2居/3居 建面 87~133 ㎡ 顺销开盘 浏览,锦绣华府,均价 10000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 旅游地产
天津市-天津市宝坻区潮白河与青龙湾交汇处宝白公路西侧,2居/3居 建面 76~106 ㎡ 2017年11月开盘 浏览,远大城,均价 9000 元/㎡,2017年11月开盘 浏览,普通住宅 品牌地产 旅游地产
环京-保定市-G4京港澳高速琉璃河出口出走107国道到永济公园,2居/3居 建面 99~135 ㎡ 顺销开盘 浏览,孔雀城悦澜湾,均价 14500 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-保定市-河北省保定市望都县振兴北街坦克路交汇处,3居 建面 107~129 ㎡ 顺销开盘 浏览,北城华府,均价 5800 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-张家口市-河北省张家口市西环路赐儿山隧道南碧桂园森林海销售中心,2居/3居 建面 85~122 ㎡ 2017年12月1日开盘 浏览,碧桂园森林海,均价 9350 元/㎡,2017年12月1日开盘 浏览,普通住宅 品牌地产 旅游地产
环京-廊坊市-廊坊市万庄镇纬一道以北，经一路以东,3居 建面 107~128 ㎡ 2017年07月07日开盘 浏览,京和园,均价 14000 元/㎡,2017年07月07日开盘 浏览,普通住宅 交通便利 优惠楼盘
环京-廊坊市-河北省大城县新华西街毓秀中学，二小对面,3居 建面 104 ㎡ 2018年05月19日开盘 浏览,万澎公馆,均价 8000 元/㎡,2018年05月19日开盘 浏览,普通住宅 交通便利 旅游地产
环京-保定市-河北省保定市涞水县G9511高速西出口,1居/2居/3居 建面 46~90 ㎡ 2018年01月20日开盘 浏览,香槟怡园,均价 9000 元/㎡,2018年01月20日开盘 浏览,普通住宅 交通便利 低总价
环京-石家庄市-河北石家庄长安区建设北大街38号,总建面 15万 ㎡ 顺销开盘 浏览,新源蜂巢,均价 26000 元/㎡,顺销开盘 浏览,综合体商铺 品牌地产 交通便利
环京-张家口市-张家口市怀来县官厅湖桑园温泉养生区,2居/3居 建面 88~140 ㎡ 顺销开盘 浏览,碧桂园官厅蓝,均价 12000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
-天津市宝坻区京津新城,2居 建面 86~89 ㎡ 顺销开盘 浏览,香江健康小镇,均价 9500 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-保定市-河北省高碑店市白沟新城京白路芙蓉公园对面,总建面 11万 ㎡ 2018年03月01日开盘 浏览,万兴达广场,均价 11000 元/㎡,2018年03月01日开盘 浏览,综合体商铺 交通便利 低总价
京外旅居-海南文昌文清大道255号,2居/3居 建面 79~123 ㎡ 2018年01月01日开盘 浏览,顺鑫富海家园,均价 15000 元/㎡,2018年01月01日开盘 浏览,普通住宅 交通便利 优惠楼盘 旅游地产
环京-廊坊市-霸州市裕华西道大何庄（开发区小学西侧）漫香郡营销中心,2居/3居 建面 87~153 ㎡ 顺销开盘 浏览,漫香郡,均价 13000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-张家口市-河北省张家口市经开区胜利南路（张家口职业技术学院）对面,2居/3居 建面 97~124 ㎡ 2018.4月开盘 浏览,晟嘉理想湾,均价 15000 元/㎡,2018.4月开盘 浏览,普通住宅 交通便利 旅游地产
环京-张家口市-张家口市涿鹿县，矾山镇。,2居/3居/4居 建面 91~158 ㎡ 2018.5.10开盘 浏览,官厅众缘郦墅,均价 9300 元/㎡,2018.5.10开盘 浏览,普通住宅 交通便利 旅游地产
环京-张家口市-张家口市下花园区西苑路东侧,3居 建面 99 ㎡ 2017年09月06日开盘 浏览,山水逸,均价 9500 元/㎡,2017年09月06日开盘 浏览,普通住宅 品牌地产 旅游地产
环京-保定市-河北省保定市竞秀区锦绣街与鲁岗路交叉口西北角,总建面 18.53万 ㎡ 顺销开盘 浏览,碧桂园璟公馆,均价 14500 元/㎡,顺销开盘 浏览,写字楼 品牌地产 交通便利
昌平区-昌平新城地铁南邵站向东,总建面 6万 ㎡ 顺销开盘 浏览,路劲世界城,均价 28000 元/㎡,顺销开盘 浏览,写字楼 交通便利 低总价
环京-承德市-承德市滦平县金山岭服务区西侧,1居/2居/3居 建面 39~99 ㎡ 2017年05月28日开盘 浏览,融和城天纳山,均价 20000 元/㎡,2017年05月28日开盘 浏览,别墅
环京-石家庄市-河北省石家庄市平山县温塘镇,2居 建面 91 ㎡ 2018年03月01日开盘 浏览,清清世界温泉小镇,均价 4500 元/㎡,2018年03月01日开盘 浏览,普通住宅 交通便利 旅游地产
环京-唐山市-曹妃甸区唐山湾生态城新港大道以南，绿珠河以东,总建面 6.52万 ㎡ 2018年02月04日开盘 浏览,新港国际广场,均价 8000 元/㎡,2018年02月04日开盘 浏览,综合体商铺 交通便利 优惠楼盘 旅游地产
京外旅居-辽宁省东戴河新区渤海大街南侧，科技街西侧,2居/3居 建面 76~113 ㎡ 顺销开盘 浏览,海岸壹号,均价 3800 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 旅游地产
环京-廊坊市-顺义区仁和镇军营村西环路东侧,2居/3居/4居 建面 42~76 ㎡ 顺销开盘 浏览,金地未未来,均价 23000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-保定市-河北省保定涞水县野三坡,2居/3居 建面 83~170 ㎡ 顺销开盘 浏览,荣盛康旅野三坡国际度假区,均价 9000 元/㎡,顺销开盘 浏览,别墅 品牌地产 旅游地产
环京-保定市-河北省保定市易县,4居/5居及以上 建面 231~271 ㎡ 顺销开盘 浏览,燕水湾,均价 13000 元/㎡,顺销开盘 浏览,别墅 优惠楼盘 旅游地产
环京-沧州市-河北省沧州市任丘市会战北道,1居/2居 建面 1~132 ㎡ 2018年03月开盘 浏览,京南互联网大厦,均价 9000 元/㎡,2018年03月开盘 浏览,公寓 交通便利 低总价
环京-沧州市-河北省沧州市任丘市会战北道,总建面 27万 ㎡ 2018年03月开盘 浏览,京南互联网大厦,均价 11500 元/㎡,2018年03月开盘 浏览,社区商铺 交通便利 低总价
环京-保定市-涞水县府前街东侧路北,2居/3居 建面 98~126 ㎡ 顺销开盘 浏览,滨河新东城,均价 9000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-廊坊市-固安县106国道与兴旺街交叉口西北角,2居/3居 建面 87~94 ㎡ 2018-6-20开盘 浏览,红杉郡,均价 13000 元/㎡,2018-6-20开盘 浏览,普通住宅 交通便利 旅游地产
环京-张家口市-河北省张家口市怀来县官厅镇官厅水库东南岸,5居及以上 建面 237 ㎡ 顺销开盘 浏览,观澜墅,均价 15000 元/㎡,顺销开盘 浏览,别墅 交通便利 优惠楼盘 旅游地产
大兴区-荣华北路与文化园东路交叉口,总建面 495.3万 ㎡ 2016年09月29日开盘 浏览,林肯公园,均价 65000 元/㎡,2016年09月29日开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-迎宾大道西侧，工兴路南侧,2018年8月4日开盘 浏览,莱茵河谷,均价 15000 元/㎡,,普通住宅 品牌地产 交通便利
天津市-天津市蓟州区人民西大街与盘龙路交汇路口东南侧,3居 建面 99~123 ㎡ 2017年12月09日开盘 浏览,鸿坤花语墅,均价 13617 元/㎡,2017年12月09日开盘 浏览,普通住宅 别墅 品牌地产 低总价 小户型
环京-廊坊市-河北省三河市燕郊经济技术开发区高楼镇双营村水榭花城售楼处,2居/3居 建面 81~90 ㎡ 2017年05月01日开盘 浏览,莱蒙顺泽水榭花城,均价 25000 元/㎡,2017年05月01日开盘 浏览,普通住宅 品牌地产 交通便利 旅游地产
-天津市宝坻区津蓟高速九园线出口宝白路东,2居/3居 建面 87~110 ㎡ 顺销开盘 浏览,恒大花溪小镇,均价 8300 元/㎡,顺销开盘 浏览,普通住宅 交通便利 优惠楼盘
京外旅居-福建省漳州市白塘湾国际旅游度假城,2居/3居 建面 53~121 ㎡ 2018年8月开盘 浏览,泰禾厦门湾,均价 12000 元/㎡,2018年8月开盘 浏览,普通住宅 品牌地产 旅游地产
环京-廊坊市-河北省廊坊市三河市高楼镇,3居 建面 108~118 ㎡ 2017年09月30日开盘 浏览,嘉都-茂晟公馆,均价 13000 元/㎡,2017年09月30日开盘 浏览,公寓 品牌地产 交通便利
京外旅居-云南省丽江市古城区金瑞路3号,1居/2居/3居 建面 60~165 ㎡ 顺销开盘 浏览,天瑞豪生丽江度假区,均价 28000 元/㎡,顺销开盘 浏览,别墅 优惠楼盘 旅游地产
京外旅居-辽宁省葫芦岛市东戴河新区东戴河大街与滨海公路交汇处,1居/2居 建面 54~105 ㎡ 顺销开盘 浏览,佳兆业东戴河,均价 6500 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 旅游地产
京外旅居-辽宁省葫芦岛市东戴河新区东戴河大街与滨海公路交汇处,总建面 500万 ㎡ 顺销开盘 浏览,佳兆业东戴河,均价 10000 元/㎡,顺销开盘 浏览,综合体商铺 交通便利 旅游地产
通州区-位于通州区通燕高速北侧耿庄桥出口北500米潞苑南大街,2018-01-20开盘 浏览,V7九间堂,均价 82949 元/㎡,,别墅 品牌地产 交通便利
环京-廊坊市-燕郊开发区迎宾路天洋城底商,总建面 4048 ㎡ 顺销开盘 浏览,天洋城4代商业,均价 40000 元/㎡,顺销开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-河北省固安县迎宾大道与工兴路交口,总建面 15万 ㎡ 2018年07月28日开盘 浏览,空港壹号街区,均价 12000 元/㎡,2018年07月28日开盘 浏览,综合体商铺 交通便利 旅游地产
环京-沧州市-河北省沧州市运河区新华路地下,总建面 1.3万 ㎡ 顺销开盘 浏览,金宝尚都汇步行街,均价 18000 元/㎡,顺销开盘 浏览,综合体商铺 品牌地产 交通便利
天津市-天津滨海新区塘沽,总建面 5.5万 ㎡ 2018年06月24日开盘 浏览,北京苏商大厦,均价 15000 元/㎡,2018年06月24日开盘 浏览,写字楼 交通便利 旅游地产
天津市-天津市宝坻区珠江东环路,1居/2居/3居 建面 55~168 ㎡ 暂无信息开盘 浏览,上京嘉园,均价 9000 元/㎡,暂无信息开盘 浏览,普通住宅 低总价 非毛坯
环京-保定市-河北省保定市白沟新城兴胜大街西侧团结东路北侧鹏润美墅家售楼处,2居/3居 建面 86~108 ㎡ 顺销开盘 浏览,鹏润美墅家,均价 12000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-廊坊市-河北省大厂回族自治县祁各庄镇,2居/3居 建面 88~109 ㎡ 顺销开盘 浏览,潮白河孔雀城盛景澜湾,均价 18000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
天津市-天津市武清区汉沽港,2居 建面 101 ㎡ 2016年10月19日开盘 浏览,尚港华府,均价 9500 元/㎡,2016年10月19日开盘 浏览,普通住宅 交通便利 旅游地产
环京-保定市-河北省涿州市107国道琉璃河检查站东侧,2居/3居/4居 建面 83~128 ㎡ 顺销开盘 浏览,涿州铂悦山,均价 13800 元/㎡,顺销开盘 浏览,普通住宅 交通便利 低总价
京外旅居-辽宁绥中东戴河新区创业大厦北侧,1居/2居 建面 49~87 ㎡ 顺销开盘 浏览,阳光海蓝岛,均价 7000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-廊坊市-河北霸州霸杨线与和平路交叉口东北角,1居/2居/3居 建面 75~124 ㎡ 顺销开盘 浏览,御锦园,均价 5500 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 旅游地产
环京-廊坊市-河北省廊坊市永清县廊霸路与百合路交口北侧200米,2居/3居 建面 94~124 ㎡ 2016年开盘 浏览,百合公馆王府社区,均价 9800 元/㎡,2016年开盘 浏览,普通住宅 优惠楼盘 旅游地产
环京-唐山市-河北省唐山市乐亭县唐山湾国际旅游岛金贝码头东100米,1居 建面 50~85 ㎡ 顺销开盘 浏览,三岛明珠,均价 6200 元/㎡,顺销开盘 浏览,公寓 交通便利 旅游地产
环京-张家口市-河北省张家口市涿鹿县黄帝城旅游区东侧,4居/5居及以上 建面 200~249 ㎡ 顺销开盘 浏览,黄帝城小镇三期,均价 14000 元/㎡,顺销开盘 浏览,别墅 品牌地产 旅游地产
环京-张家口市-河北省张家口市八达岭高速康庄出口(65出口)西南约3公里,2居/3居 建面 84~108 ㎡ 2018年04月15日开盘 浏览,八达岭阿尔卡迪亚,均价 14000 元/㎡,2018年04月15日开盘 浏览,普通住宅 品牌地产 交通便利 旅游地产
环京-廊坊市-河北省燕郊开发区燕灵路与化工大街路口,总建面 21.08万 ㎡ 2017年10月01日开盘 浏览,三九街区,均价 20000 元/㎡,2017年10月01日开盘 浏览,综合体商铺 交通便利 低总价
京外旅居-辽宁省葫芦岛市绥中县东戴河新区滨海大道,1居/2居 建面 48~106 ㎡ 顺销开盘 浏览,利源幸福浬,均价 5000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 旅游地产
环京-廊坊市-河北固安县新中西街与固马路交汇处,3居 建面 98 ㎡ 顺销开盘 浏览,通宇枫尚城（熠荟园）,均价 14000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-承德市-承德市开发区大学城师院东侧,总建面 15.85万 ㎡ 2017年06月24日开盘 浏览,铂悦山,均价 8100 元/㎡,2017年06月24日开盘 浏览,社区商铺 低总价 旅游地产
环京-廊坊市-河北省廊坊市香河县锦绣大街与五一路交叉口西南角,总建面 150万 ㎡ 顺销开盘 浏览,亚太汽配城,均价 12000 元/㎡,顺销开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-霸州市霸州孔雀城喜园,2居/3居 建面 77~104 ㎡ 顺销开盘 浏览,温泉新都孔雀城,均价 9000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北 省（直辖市） 廊坊 市 大厂回族自治 （县）区 民族宫西侧,1居/3居 建面 85~100 ㎡ 2018年03月01日开盘 浏览,潮白河孔雀城中央公园,均价 13500 元/㎡,2018年03月01日开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-霸州市霸州孔雀城喜园,总建面 17.86万 ㎡ 顺销开盘 浏览,温泉新都孔雀城,均价 9500 元/㎡,顺销开盘 浏览,综合体商铺 品牌地产 旅游地产
环京-廊坊市-河北省廊坊市永清县廊霸路北侧,2居 建面 78~101 ㎡ 2018年3月底4月初开盘 浏览,永清花语城,均价 12500 元/㎡,2018年3月底4月初开盘 浏览,普通住宅 品牌地产 交通便利
环京-承德市-河北省承德市承德县下板城镇大平台村,2居/3居 建面 83~111 ㎡ 顺销开盘 浏览,聚鑫万和郡,均价 5850 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-张家口市-河北省张家口市经开区纬三路车管所东行五十米,总建面 1.08万 ㎡ 2017年11月25日开盘 浏览,贝尔紫园,均价 16000 元/㎡,2017年11月25日开盘 浏览,综合体商铺 交通便利 优惠楼盘
天津市-光荣道与勤俭道交汇处,总建面 45万 ㎡ 2017．7.14开盘 浏览,海航星公馆club,均价 25000 元/㎡,2017．7.14开盘 浏览,综合体商铺 品牌地产 交通便利
环京-承德市-河北省承德市丰宁县大滩镇孤山子村,总建面 4.24万 ㎡ 2017/8/20开盘 浏览,坝上草原的院子,均价 6500 元/㎡,2017/8/20开盘 浏览,综合体商铺 低总价 旅游地产
京外旅居-河北省北戴河新区洋河口西行200米,2居 建面 85~95 ㎡ 2017年09月23日开盘 浏览,蔚蓝海岸,均价 15600 元/㎡,2017年09月23日开盘 浏览,公寓 品牌地产 交通便利 旅游地产
环京-保定市-河北保定白沟新城友谊路1号,1居 建面 37~40 ㎡ 2017年03月01日开盘 浏览,凤凰国际公寓,均价 11000 元/㎡,2017年03月01日开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北霸州振民道156号,3居 建面 94~142 ㎡ 顺销开盘 浏览,御畅园,均价 7500 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北省廊坊市永清县S273省道与益昌北路交口向北1公里,2居/3居 建面 83~95 ㎡ 顺销开盘 浏览,森林新都孔雀城,均价 11000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利
环京-保定市-涿州市润禾街20号,2居/3居 建面 85~118 ㎡ 顺销开盘 浏览,宝利新仕界,均价 14500 元/㎡,顺销开盘 浏览,普通住宅 交通便利 优惠楼盘
环京-承德市-承德市双滦区隆化围场方向北800米,总建面 20万 ㎡ 2017年08月10日开盘 浏览,红星美凯龙（星艺佳）,均价 10000 元/㎡,2017年08月10日开盘 浏览,综合体商铺 品牌地产 交通便利
环京-廊坊市-河北省廊坊市固安县106国道旁永定河英国宫售楼处,2居/3居 建面 84~96 ㎡ 顺销开盘 浏览,永定河孔雀城英国宫,均价 16000 元/㎡,顺销开盘 浏览,普通住宅 品牌地产 交通便利 旅游地产
环京-张家口市-河北省张家口市下花园区公路街街2号,3居 建面 125 ㎡ 2018/5/15开盘 浏览,碧桂园北京郡,均价 13000 元/㎡,2018/5/15开盘 浏览,普通住宅 品牌地产 交通便利
环京-廊坊市-河北省霸州市跨106线立交桥北500米路东,总建面 561.84万 ㎡ 顺销开盘 浏览,荣盛阿尔卡迪亚霸州温泉城,均价 10000 元/㎡,顺销开盘 浏览,社区商铺 品牌地产 交通便利
环京-张家口市-北京西北方向延庆古崖居风景区西侧，官厅湖北岸三公里,住宅 2016年12月30日开盘 浏览,奥伦达部落原乡心境,均价 25000 元/㎡,,普通住宅 品牌地产 交通便利
环京-唐山市-河北省唐山市古冶区东至永胜路,3居 建面 320 ㎡ 顺销开盘 浏览,唐山金水湾,均价 9000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-廊坊市-河北省廊坊市安次区南龙道与常甫路交口南行100米,1居 建面 37~48 ㎡ 2017.10.30开盘 浏览,大拇指广场,均价 8700 元/㎡,2017.10.30开盘 浏览,公寓 交通便利 旅游地产
环京-廊坊市-河北省廊坊市安次区南龙道与常甫路交口南行100米,总建面 50万 ㎡ 顺销开盘 浏览,大拇指广场,均价 24000 元/㎡,顺销开盘 浏览,综合体商铺 品牌地产 交通便利
天津市-华明示范镇弘顺道与一纬路交口处,总建面 48万 ㎡ 顺销开盘 浏览,科创慧谷,均价 12000 元/㎡,顺销开盘 浏览,写字楼 交通便利 旅游地产
京外旅居-秦皇岛市昌黎黄金海岸一纬路与一经路交汇处,1居/2居 建面 29~98 ㎡ 2015年05月01日开盘 浏览,澳景蓝湾,均价 15000 元/㎡,2015年05月01日开盘 浏览,普通住宅
-天津武清托纳小镇大孟庄,2居/3居 建面 107~131 ㎡ 顺销开盘 浏览,庄胜家园,均价 9000 元/㎡,顺销开盘 浏览,普通住宅 交通便利 旅游地产
环京-张家口市-河北省张家口市下花园区京藏高速出口南200米,2居/3居 建面 93~121 ㎡ 2018年08月开盘 浏览,瑞士公馆,均价 9500 元/㎡,2018年08月开盘 浏览,普通住宅 交通便利 优惠楼盘 旅游地产
环京-保定市-十渡风景区一渡渡口,2居 建面 80 ㎡ 2018年01月20日开盘 浏览,一渡青青小镇,均价 12000 元/㎡,2018年01月20日开盘 浏览,普通住宅 别墅 品牌地产 交通便利
